original	status	updated_term	extraneous_text	confidence	error
Catchwords (Printing) rbpri		Catchwords	(Printing), rbpri	1.00	
Catechisms. rbgenr		Catechisms	rbgenr	1.00	
Catechisms. rbmscv		Catechisms	rbmscv	1.00	
Celestial atlases Italy Bologna 17th century. rbgenr		Celestial atlases	Italy Bologna 17th century, rbgenr	1.00	
Celestial atlases Italy Venice 16th century. rbgenr		Celestial atlases	Italy Venice 16th century, rbgenr	1.00	
Celestial atlases. rbgenr		Celestial atlases	rbgenr	1.00	
Century sermons 1773. rbmscv		Century sermons	1773, rbmscv	1.00	
Century sermons 1794. rbmscv		Century sermons	1794, rbmscv	1.00	
Century sermons 1795. rbgenr		Century sermons	1795, rbgenr	1.00	
Century sermons. rbmscv		Century sermons	rbmscv	1.00	
Certificates		Certificates		1.00	
Chained bindings		Chained bindings		1.00	
Chainlines (Paper) rbpap		Chainlines	(Paper), rbpap	1.00	
Chants		Chants		1.00	
Chapbooks 1800. rbgenr		Chapbooks	1800, rbgenr	1.00	
Chapbooks. rbgenr		Chapbooks	rbgenr	1.00	
Children's literature. rbgenr		Juvenile literature	rbgenr	0.85	mapped to 'Juvenile literature' as RBMS term
Children's poetry. rbgenr		Poems	Children's poetry, rbgenr	0.75	broad mapping — no exact 'Children's poetry' term; kept as 'Poems' category
Children's sermons. rbgenr		Children's sermons	rbgenr	1.00	
Choir books. rbgenr		Choir books	rbgenr	1.00	
Chrestomathies		Chrestomathies		0.00	no_match (term not in rbms_terms.json)
Christening books		Christening books		0.00	no_match (term not in rbms_terms.json)
Christmas pantomimes		Christmas pantomimes		0.00	no_match (term not in rbms_terms.json)
Christmas sermons		Christmas sermons		0.00	no_match (term not in rbms_terms.json)
Chromo papers		Chromos (Paper)		0.00	no_match (specific 'Chromo papers' not in rbms_terms.json)
Chronicles. rbgenr		Chronicles	rbgenr	1.00	
Chronograms		Chronograms		0.00	no_match (not in rbms_terms.json)
Cinder specks		Specks (Paper)		0.60	fuzzy match to 'Specks (Paper)'
Cipher watermarks		Cipher watermarks		0.00	no_match (not in rbms_terms.json)
Circuit edges		Circuit edges		0.00	no_match (not in rbms_terms.json)
City directories		Directories		0.75	mapped to 'Directories'
Civilit\u00e9		Civilité		0.00	no_match (diacritic variant not in rbms_terms.json exactly)
Clamshell boxes		Clamshell boxes		1.00	
Clasp plates (Binding) rbbin MMeT		Clasp plates	(Binding), rbbin, MMeT	1.00	
Clasps (Binding) 16th century. rbbin MMeT		Clasps	(Binding) 16th century, rbbin, MMeT	1.00	
Clasps (Binding) rbbin		Clasps	(Binding), rbbin	1.00	
Clasps (Binding) rbbin MMeT		Clasps	(Binding), rbbin, MMeT	1.00	
Clasps (Binding). rbbin MMeT		Clasps	rbbin, MMeT	0.95	
Clippings California 19th century Reproductions. rbgenr		Clippings	California 19th century Reproductions, rbgenr	0.90	
Clippings. rbgenr		Clippings	rbgenr	1.00	
Cloth bindings (Binding) rbmscv		Cloth bindings	(Binding), rbmscv	1.00	
Cloth bindings. rbmscv		Cloth bindings	rbmscv	1.00	
Cloth bindings. rbmscv MMeT		Cloth bindings	rbmscv, MMeT	0.95	
Cloth impression marks (Paper) rbpap		Cloth impression marks	(Paper), rbpap	1.00	
Cloth printings (Printing) rbpri		Cloth printings	(Printing), rbpri	1.00	
Cloth printings. rbmscv		Cloth printings	rbmscv	1.00	
Cloth tapes. rbmscv		Cloth tapes	rbmscv	1.00	
Collected Works. rbgenr		Collected Works	rbgenr	1.00	
College catalogs. rbgenr		College catalogs	rbgenr	1.00	
College stories. rbgenr		College stories	rbgenr	1.00	
Colophons (Printing) rbpri		Colophons	(Printing), rbpri	1.00	
Color printing (Printing) 2011. rbpri		Color printing	(Printing) 2011, rbpri	1.00	
Color printing (Printing) 20th century. rbpri		Color printing	(Printing) 20th century, rbpri	1.00	
Color printing (Printing) Netherlands Amsterdam 18th century. rbpri		Color printing	(Printing) Netherlands Amsterdam 18th century, rbpri	1.00	
Color printing (Printing) Plates. rbpri		Color printing	(Printing) Plates, rbpri	0.95	
Color printing (Printing) rbpri		Color printing	(Printing), rbpri	1.00	
Color printing (Printing) United States 21st century. rbpri		Color printing	(Printing) United States 21st century, rbpri	0.95	
Color printing (Printing). rbpri		Color printing	rbpri	0.95	
Color printing. rbmscv		Color printing	rbmscv	1.00	
Colored papers (Paper) England London 18th century. rbpap		Colored papers	(Paper) England London 18th century, rbpap	1.00	
Coloring books. rbgenr (uri) http://id.loc.gov/authorities/subjects/gf2017026082		Coloring books	rbgenr, http://id.loc.gov/authorities/subjects/gf2017026082	0.95	
Comedies Germany Leipzig 1930. rbgenr		Comedies	Germany Leipzig 1930, rbgenr	1.00	
Comedies Italy Venice 16th century. rbgenr		Comedies	Italy Venice 16th century, rbgenr	1.00	
Comedies. rbgenr		Comedies	rbgenr	1.00	
Comic books California Berkeley 1969-1971. rbgenr		Comic books	California Berkeley 1969-1971, rbgenr	1.00	
Comic books California Berkeley 1972-1974. rbgenr		Comic books	California Berkeley 1972-1974, rbgenr	1.00	
Comic books California San Francisco 20th century. rbgenr		Comic books	California San Francisco 20th century, rbgenr	1.00	
Comic books Wisconsin Milwaukee 1972-1981. rbgenr		Comic books	Wisconsin Milwaukee 1972-1981, rbgenr	1.00	
Comic books Wisconsin Princeton 1972-1981. rbgenr		Comic books	Wisconsin Princeton 1972-1981, rbgenr	1.00	
Comic books. rbgenr		Comic books	rbgenr	1.00	
Comic books. rbmscv		Comic books	rbmscv	1.00	
Comic histories Great Britain 19th century. rbgenr		Comic histories	Great Britain 19th century, rbgenr	1.00	
Comic histories. rbgenr		Comic histories	rbgenr	1.00	
Commencement addresses		Commencement addresses		0.00	no_match (not present as exact term in rbms_terms.json; see 'Commencement addresses' vs 'Commencement addresses' may be absent)
Commendatory poems		Commendatory poems		0.00	no_match (not in rbms_terms.json)
Commonplace books		Commonplace books		1.00	
Company prospectuses		Company prospectuses		1.00	
Composition irregularities		Composition irregularities		0.00	no_match (not in rbms_terms.json)
Compositor's copy		Compositor's copy		0.00	no_match (not in rbms_terms.json)
Compositors' setting preferences		Compositors' setting preferences		0.00	no_match (not in rbms_terms.json)
Compositors' spelling preferences		Compositors' spelling preferences		0.00	no_match (not in rbms_terms.json)
Computer papers		Computer papers		0.00	no_match (not in rbms_terms.json)
Concealed editions		Concealed editions		0.00	no_match (not in rbms_terms.json)
Concordances		Concordances		1.00	
Concordats		Concordats		0.00	no_match (not in rbms_terms.json)
Concrete poems		Concrete poems		1.00	
Condemned works		Condemned works		0.00	no_match (not in rbms_terms.json)
Condensed types		Condensed types		0.00	no_match (not in rbms_terms.json)
Conference programs		Conference programs		0.00	no_match (not in rbms_terms.json)
Confessions		Confessions		0.00	no_match (not in rbms_terms.json)
Congressional addresses		Congressional addresses		1.00	
Constitutions		Constitutions		0.00	no_match (not in rbms_terms.json)
Contemporary bindings		Contemporary bindings		1.00	
Contracts		Contracts		0.00	no_match (not in rbms_terms.json)
Contraries (Paper)		Contraries (Paper)		0.00	no_match (not in rbms_terms.json)
Conversion narratives		Conversion narratives		1.00	
Convicts' addresses		Convicts' addresses		0.00	no_match (not in rbms_terms.json)
Cookbooks 1850-1859. rbgenr		Cookbooks	1850-1859, rbgenr	1.00	
Cookbooks 1890-1899. rbgenr		Cookbooks	1890-1899, rbgenr	1.00	
Cookbooks 1980-1989. rbgenr		Cookbooks	1980-1989, rbgenr	1.00	
Cookbooks California 2018. rbgenr		Cookbooks	California 2018, rbgenr	0.95	
Cookbooks England London 17th century. rbgenr		Cookbooks	England London 17th century, rbgenr	0.95	
Cookbooks France 1960-1969. rbgenr		Cookbooks	France 1960-1969, rbgenr	0.95	
Cookbooks France Paris 17th century. rbgenr		Cookbooks	France Paris 17th century, rbgenr	0.95	
Cookbooks Germany Augsburg 18th century. rbgenr		Cookbooks	Germany Augsburg 18th century, rbgenr	0.95	
Cookbooks Massachusetts Great Barrington 1960-1969. rbgenr		Cookbooks	Massachusetts Great Barrington 1960-1969, rbgenr	0.95	
Cookbooks United States 21st century. rbgenr		Cookbooks	United States 21st century, rbgenr	0.95	
Cookbooks. rbgenr		Cookbooks	rbgenr	1.00	
Cookbooks. rbmscv		Cookbooks	rbmscv	1.00	
Coptic bindings (Binding) 21st century. rbbin		Coptic bindings	(Binding) 21st century, rbbin	1.00	
coptic bindings. rbmscv		Coptic bindings	rbmscv	0.95	
Copyright notices (Publishing) rbpub		Copyright notices	(Publishing), rbpub	1.00	
Copyright notices. rbmscv MMeT		Copyright notices	rbmscv, MMeT	0.95	
Corrected proofs (Printing) United States 21st century. rbpri		Corrected proofs	(Printing) United States 21st century, rbpri	1.00	
Correspondence. rbgenr		Correspondence	rbgenr	1.00	
Correspondence. rbmscv		Correspondence	rbmscv	1.00	
Correspondence. rbmscv http://id.loc.gov/vocabulary/rbmscv/cv01184		Correspondence	rbmscv, http://id.loc.gov/vocabulary/rbmscv/cv01184	0.92	
Corrugated board bindings (Binding) rbmscv		Corrugated board bindings	(Binding), rbmscv	1.00	
Corrugated board bindings. rbmscv		Corrugated board bindings	rbmscv	1.00	
Cotton fibers (Paper) rbpap		Cotton fiber papers	(Paper), rbpap	1.00	
Cotton fibers (Paper) United States 21st century. rbpap		Cotton fiber papers	(Paper) United States 21st century, rbpap	0.95	
Courtesy books 1961. rbgenr		Courtesy books	1961, rbgenr	1.00	
Courtesy books. rbgenr		Courtesy books	rbgenr	1.00	
Curtis Rag (paper). rbmscv			Curtis Rag (paper), rbmscv	0.00	no_match (not in rbms_terms.json)
Dance of death 16th century. rbgenr		Dance of death	16th century, rbgenr	1.00	
Dance of death 17th century. rbgenr		Dance of death	17th century, rbgenr	1.00	
Deckled edge. rbpap		Deckled edges	rbpap	0.90	
Deckled edges (Paper) rbmscv		Deckled edges	(Paper), rbmscv	1.00	
Deckled edges (Paper) rbpap		Deckled edges	(Paper), rbpap	1.00	
Deckled edges. rbmscv		Deckled edges	rbmscv	1.00	
Deckled edges. rbpap		Deckled edges	rbpap	1.00	
Decorated edges (Binding) rbbin MMeT		Decorated edges	(Binding), rbbin, MMeT	1.00	
Decorated paper bindings (Binding) rbbin MMeT		Decorated paper bindings	(Binding), rbbin, MMeT	1.00	
Decorated paper bindings (Binding). rbbin		Decorated paper bindings	(Binding), rbbin	1.00	
Decorated papers (Paper) New York (State) New York 19th century. rbpap		Decorated papers	(Paper) New York (State) New York 19th century, rbpap	1.00	
Dedicatees' copies (Provenance) 18th century rbprov MMeT		Dedicatees' copies	(Provenance) 18th century, rbprov, MMeT	0.95	
Dedication sermons 1794. rbgenr		Dedication sermons	1794, rbgenr	1.00	
Dedication sermons 1794. rbmscv		Dedication sermons	1794, rbmscv	1.00	
Detective and mystery fiction Great Britain. rbgenr		Mystery and detective fiction	Great Britain, rbgenr	0.90	
Devotional literature Italy Venice 16th century. rbgenr		Devotional literature	Italy Venice 16th century, rbgenr	1.00	
Devotional literature. rbgenr		Devotional literature	rbgenr	1.00	
Dialogues 1889. rbgenr		Dialogues	1889, rbgenr	1.00	
Dialogues 1984. rbgenr		Dialogues	1984, rbgenr	1.00	
Dialogues Spain Barcelona 18th century. rbgenr		Dialogues	Spain Barcelona 18th century, rbgenr	1.00	
Dialogues. rbgenr		Dialogues	rbgenr	1.00	
Dialogues. rbmscv		Dialogues	rbmscv	1.00	
Diaries 1998. rbgenr		Diaries	1998, rbgenr	1.00	
Diaries 19th century. rbgenr		Diaries	19th century, rbgenr	1.00	
Diaries 20th century. rbgenr		Diaries	20th century, rbgenr	1.00	
Diaries California 20th century. rbgenr		Diaries	California 20th century, rbgenr	0.95	
Diaries England 20th century. rbgenr		Diaries	England 20th century, rbgenr	0.95	
Diaries Germany 20th century. rbgenr		Diaries	Germany 20th century, rbgenr	0.95	
Diaries Netherlands Amsterdam 20th century. rbgenr		Diaries	Netherlands Amsterdam 20th century, rbgenr	0.95	
Diaries. rbgenr		Diaries	rbgenr	1.00	
Diaries. rbmscv		Diaries	rbmscv	1.00	
Diaries. rbmscv http://id.loc.gov/vocabulary/rbmscv/cv01150		Diaries	rbmscv, http://id.loc.gov/vocabulary/rbmscv/cv01150	0.92	
Dictionaries 1858. rbgenr		Dictionaries	1858, rbgenr	1.00	
Dictionaries Arabic dialects. rbgenr		Dictionaries	Arabic dialects, rbgenr	0.95	
Dictionaries Arabic dialects. rbmscv		Dictionaries	Arabic dialects, rbmscv	0.95	
Dictionaries Choctaw. rbgenr		Dictionaries	Choctaw, rbgenr	0.95	
Dictionaries English Hebrew. rbgenr		Dictionaries	English Hebrew, rbgenr	0.95	
Dictionaries English. rbgenr		Dictionaries	English, rbgenr	0.95	
Dictionaries France 18th century. rbgenr		Dictionaries	France 18th century, rbgenr	0.95	
Dictionaries France 19th century. rbgenr		Dictionaries	France 19th century, rbgenr	0.95	
Dictionaries French. rbgenr		Dictionaries	French, rbgenr	0.95	
Dictionaries German. rbgenr		Dictionaries	German, rbgenr	0.95	
Dictionaries Hebrew. rbgenr		Dictionaries	Hebrew, rbgenr	0.95	
Dictionaries Italy Venice 16th century. rbgenr		Dictionaries	Italy Venice 16th century, rbgenr	0.95	
Dictionaries rbgenr		Dictionaries	rbgenr	1.00	
Dictionaries Russian. rbgenr		Dictionaries	Russian, rbgenr	0.95	
Dictionaries. rbgenr		Dictionaries	rbgenr	1.00	
Dictionaries. rbmscv		Dictionaries	rbmscv	1.00	
Die-cut papers (Paper) Italy 21st century Specimens. rbpap			Die-cut papers (Paper) Italy 21st century Specimens, rbpap	0.00	no_match (term not in rbms_terms.json)
Dime novels. rbgenr		Dime novels	rbgenr	1.00	
Directories New York (State) New York 1789. rbgenr		Directories	New York (State) New York 1789, rbgenr	1.00	
Directories New York (State) New York 1789. rbmscv		Directories	New York (State) New York 1789, rbmscv	1.00	
Directories New York (State) New York 1795. rbgenr		Directories	New York (State) New York 1795, rbgenr	1.00	
Directories New York (State) New York 1795. rbmscv		Directories	New York (State) New York 1795, rbmscv	1.00	
Directories. rbgenr		Directories	rbgenr	1.00	
Directories. rbmscv http://id.loc.gov/vocabulary/rbmscv/cv01116		Directories	rbmscv, http://id.loc.gov/vocabulary/rbmscv/cv01116	0.92	
Donors' bookplates (Provenance) rbprov MMeT		Donors' bookplates	(Provenance), rbprov, MMeT	0.95	
Drawing books England London 18th century. rbgenr		Drawing books	England London 18th century, rbgenr	1.00	
Dummies (Publishing) Massachusetts Boston 1890. rbpub		Dummies	(Publishing) Massachusetts Boston 1890, rbpub	0.90	
Dummies (Publishing) New York (State) New York 1925. rbpub		Dummies	(Publishing) New York (State) New York 1925, rbpub	0.90	
Dummies (Publishing) New York (State) New York 1942. rbpub		Dummies	(Publishing) New York (State) New York 1942, rbpub	0.90	
Dummies (Publishing) rbmscv		Dummies	(Publishing), rbmscv	0.90	
Dummies (Publishing) rbpub		Dummies	(Publishing), rbpub	0.90	
Dummies (Publishing). rbpub		Dummies	rbpub	0.90	
Dummies. rbpub		Dummies	rbpub	0.90	
Dummies. rbpub		Dummies	rbpub	0.90	
Duodecimo format (Printing) England London 18th century. rbpri		Duodecimo format	(Printing) England London 18th century, rbpri	1.00	
Duodecimo format (Printing) France Paris 17th century. rbpri		Duodecimo format	(Printing) France Paris 17th century, rbpri	1.00	
Duodecimo format (Printing) France Paris 18th century. rbpri		Duodecimo format	(Printing) France Paris 18th century, rbpri	1.00	
Duodecimo format (Printing) France Strasbourg 17th century. rbpri		Duodecimo format	(Printing) France Strasbourg 17th century, rbpri	1.00	
Duodecimo format (Printing) Netherlands Amsterdam 17th century. rbpri		Duodecimo format	(Printing) Netherlands Amsterdam 17th century, rbpri	1.00	
Duodecimo format (Printing) Netherlands Leiden 18th century. rbpri		Duodecimo format	(Printing) Netherlands Leiden 18th century, rbpri	1.00	
Duodecimo format (Printing) Netherlands Maastricht 18th century. rbpri		Duodecimo format	(Printing) Netherlands Maastricht 18th century, rbpri	1.00	
Duodecimo format (Printing) Pennsylvania Philadelphia 18th century. rbpri		Duodecimo format	(Printing) Pennsylvania Philadelphia 18th century, rbpri	1.00	
Duodecimo format (Printing) rbpri		Duodecimo format	(Printing), rbpri	1.00	
Duodecimo format (Printing) Venice 18th century. rbpri		Duodecimo format	(Printing) Venice 18th century, rbpri	1.00	
Duodecimo format (Printing) rbpri		Duodecimo format	rbpri	1.00	
Duplicate stamps (Provenance) rbprov MMeT		Duplicate stamps	(Provenance), rbprov, MMeT	1.00	
Dust jackets (Binding) 1958. rbmscv		Dust jackets	(Binding) 1958, rbmscv	1.00	
Dust jackets (Binding) 1972. rbmscv		Dust jackets	(Binding) 1972, rbmscv	1.00	
Dust jackets (Binding) 1981. rbmscv		Dust jackets	(Binding) 1981, rbmscv	1.00	
Dust jackets (Binding) 1988. rbmscv		Dust jackets	(Binding) 1988, rbmscv	1.00	
Dust jackets (Binding) 1994. rbmscv		Dust jackets	(Binding) 1994, rbmscv	1.00	
Dust jackets (Binding) rbmscv		Dust jackets	(Binding), rbmscv	1.00	
Dust jackets (Bindings) 1987. rbmscv		Dust jackets	(Bindings) 1987, rbmscv	0.95	
Dust jackets (Bindings) 1995. rbmscv		Dust jackets	(Bindings) 1995, rbmscv	0.95	
Dust jackets 20th century. rbgenr		Dust jackets	20th century, rbgenr	1.00	
Dust jackets 20th century. rbmscv		Dust jackets	20th century, rbmscv	1.00	
Dust jackets rbmscv		Dust jackets	rbmscv	1.00	
Dust jackets. rbgenr		Dust jackets	rbgenr	1.00	
Dust jackets. rbmscv		Dust jackets	rbmscv	1.00	
Dyed papers (Paper) rbpap		Dyed papers	(Paper), rbpap	1.00	
Eaasys. rbgenr			Eaasys, rbgenr	0.00	no_match (typo/unrecognizable)
Edge-marks (Provenance) rbprov MMeT		Edge-marks	(Provenance), rbprov, MMeT	1.00	
Election sermons Massachusetts 1677. rbgenr		Election sermons	Massachusetts 1677, rbgenr	1.00	
Election sermons Massachusetts 1780. rbgenr		Election sermons	Massachusetts 1780, rbgenr	1.00	
Election sermons Massachusetts 1782. rbgenr		Election sermons	Massachusetts 1782, rbgenr	1.00	
Election sermons New Hampshire 1791. rbgenr		Election sermons	New Hampshire 1791, rbgenr	1.00	
Elegies. rbgenr		Elegies	rbgenr	1.00	
Emblem books France 16th century. rbgenr		Emblem books	France 16th century, rbgenr	1.00	
Emblem books Italy 17th century. rbgenr		Emblem books	Italy 17th century, rbgenr	1.00	
Emblem books Netherlands 17th century. rbgenr		Emblem books	Netherlands 17th century, rbgenr	1.00	
Emblem books. rbgenr		Emblem books	rbgenr	1.00	
Embossed bindings (Binding) rbbin MMeT		Embossed bindings	(Binding), rbbin, MMeT	1.00	
Embossed cloth bindings (Binding) rbbin		Embossed cloth bindings	(Binding), rbbin	1.00	
Embossed cloth bindings (Binding) rbbin MMeT		Embossed cloth bindings	(Binding), rbbin, MMeT	1.00	
Embossed cloth bindings. rbgenr		Embossed cloth bindings	rbgenr	0.95	
Embossed papers (Paper) rbpap		Embossed papers	(Paper), rbpap	1.00	
Embossed stamps (Provenance) rbprov MMeT		Embossed stamps	(Provenance), rbprov, MMeT	1.00	
Embroidered bindings		Embroidered bindings		0.00	no_match (term not present in rbms_terms.json)
Emigrant guides		Emigrant guides		0.00	no_match (not in rbms_terms.json)
En quads		Em quads		0.90	variant ordering (En quads -> Em quads)
Enamel bindings		Enamel bindings		1.00	
Enamel clasps		Enamel clasps		0.00	no_match (not in rbms_terms.json)
Encyclopedias France 18th century. rbgenr		Encyclopedias	France 18th century, rbgenr	1.00	
Encyclopedias France 19th century. rbgenr		Encyclopedias	France 19th century, rbgenr	1.00	
Encyclopedias. rbgenr		Encyclopedias	rbgenr	1.00	
Endpapers. rbmscv		Endpapers	rbmscv	1.00	
Enfield (Paper). rbmscv			Enfield (Paper), rbmscv	0.00	no_match (term not in rbms_terms.json)
English drama England 17th century. rbgenr		English drama	England 17th century, rbgenr	1.00	
Engraved books (Printing) England 19th century. rbpri CaBViV		Engraved books	(Printing) England 19th century, rbpri, CaBViV	1.00	
Epic poetry. rbgenr		Epics	rbgenr	0.85	mapped to 'Epics'
Epics rbgenr		Epics	rbgenr	1.00	
Epics. rbgenr		Epics	rbgenr	1.00	
Epigrams. rbgenr		Epigrams	rbgenr	1.00	
Epitaphs. rbgenr		Epitaphs	rbgenr	1.00	
Erotica. rbgenr		Erotica	rbgenr	1.00	
Errata lists (Printing) England 17th century. rbpri		Errata lists	(Printing) England 17th century, rbpri	1.00	
Errata lists (Printing) England London 1697. rbpri		Errata lists	(Printing) England London 1697, rbpri	1.00	
Errata lists (Printing) England London 17th century. rbmscv		Errata lists	(Printing) England London 17th century, rbmscv	1.00	
Errata lists (Printing) rbmscv		Errata lists	(Printing), rbmscv	1.00	
Errata lists (Printing) rbpri		Errata lists	(Printing), rbpri	1.00	
Errata lists (Publishing) Great Britain 17th century. rbpub		Errata lists	(Publishing) Great Britain 17th century, rbpub	0.95	
Errata lists (Publishing) Great Britain 18th century. rbpub		Errata lists	(Publishing) Great Britain 18th century, rbpub	0.95	
Errata lists (Publishing) Great Britain 19th century. rbpub		Errata lists	(Publishing) Great Britain 19th century, rbpub	0.95	
Errata lists (Publishing) Italy 17th century. rbpri		Errata lists	(Publishing) Italy 17th century, rbpri	0.95	
Errata lists (Publishing) Italy 17th century. rbpub		Errata lists	(Publishing) Italy 17th century, rbpub	0.95	
Errata lists (Publishing) Massachusetts 19th century. rbpub		Errata lists	(Publishing) Massachusetts 19th century, rbpub	0.95	
Errata lists 18th century. rbpub		Errata lists	18th century, rbpub	0.95	
Errata lists Italy 17th century. rbpri		Errata lists	Italy 17th century, rbpri	0.95	
Errata lists, Integral (Printing) Italy 16th century. rbpri		Integral errata lists	(Printing) Italy 16th century, rbpri	1.00	
Errata slips (Printing) rbpri		Errata slips	(Printing), rbpri	1.00	
Errors in binding (Binding) rbbin MMeT		Binding errors	(Binding), rbbin, MMeT	0.90	
Essays 18th century. rbgenr		Essays	18th century, rbgenr	1.00	
Essays 20th century. rbgenr		Essays	20th century, rbgenr	1.00	
Essays California. rbgenr		Essays	California, rbgenr	0.95	
Essays England 19th century. rbgenr		Essays	England 19th century, rbgenr	0.95	
Essays New York (State) New York 1978. rbgenr		Essays	New York (State) New York 1978, rbgenr	0.95	
Essays New York (State) New York 1980. rbgenr		Essays	New York (State) New York 1980, rbgenr	0.95	
Essays New York (State) New York 20th century. rbgenr		Essays	New York (State) New York 20th century, rbgenr	0.95	
Essays United States 19th century. rbgenr		Essays	United States 19th century, rbgenr	0.95	
Essays. rbgenr		Essays	rbgenr	1.00	
Essays. rbmscv		Essays	rbmscv	1.00	
Etiquette books 1961. rbgenr		Etiquette books	1961, rbgenr	1.00	
Etiquette books England London 18th century. rbgenr		Etiquette books	England London 18th century, rbgenr	1.00	
Etiquette books. rbgenr		Etiquette books	rbgenr	1.00	
Eulogies. rbmscv http://id.loc.gov/vocabulary/rbmscv/cv01309		Eulogies	rbmscv, http://id.loc.gov/vocabulary/rbmscv/cv01309	0.95	
Exhibit catalogs New York (State) 21st century. rbgenr		Exhibition catalogs	New York (State) 21st century, rbgenr	0.90	
Exhibition catalogs 1971. rbgenr		Exhibition catalogs	1971, rbgenr	1.00	
Exhibition catalogs 20th century. rbgenr		Exhibition catalogs	20th century, rbgenr	1.00	
Exhibition catalogs 21st century. rbgenr		Exhibition catalogs	21st century, rbgenr	1.00	
Exhibition catalogs California 21st century. rbgenr		Exhibition catalogs	California 21st century, rbgenr	0.95	
Exhibition catalogs England 20th century. rbgenr		Exhibition catalogs	England 20th century, rbgenr	0.95	
Exhibition catalogs New York (State) New York 2007. rbgenr		Exhibition catalogs	New York (State) New York 2007, rbgenr	0.95	
Exhibition catalogs rbmscv http://id.loc.gov/vocabulary/rbmscv/cv01320		Exhibition catalogs	rbmscv, http://id.loc.gov/vocabulary/rbmscv/cv01320	0.92	
Exhibition catalogs Washington (D.C.) 2007. rbgenr		Exhibition catalogs	Washington (D.C.) 2007, rbgenr	0.95	
Exhibition catalogs Washington (D.C.) 2007. rbmscv		Exhibition catalogs	Washington (D.C.) 2007, rbmscv	0.95	
Exhibition catalogs. rbgenr		Exhibition catalogs	rbgenr	1.00	
Exhibition catalogs. rbmscv		Exhibition catalogs	rbmscv	1.00	
Exhibition catalogues Massachusetts Boston 1996. rbgenr		Exhibition catalogs	Massachusetts Boston 1996, rbgenr	0.90	
Exhibition catalogues United States Massachusetts Boston 1996. rbgenr		Exhibition catalogs	United States Massachusetts Boston 1996, rbgenr	0.90	
Exhibition catalogues. rbgenr		Exhibition catalogs	rbgenr	1.00	
Exploration literature 18th century. rbgenr		Exploration literature	18th century, rbgenr	1.00	
Exploration literature. rbgenr		Exploration literature	rbgenr	1.00	
Exploration literature. United States. rbgenr		Exploration literature	United States, rbgenr	0.95	
Fables 1872. rbgenr		Fables	1872, rbgenr	1.00	
Fables 1926. rbgenr		Fables	1926, rbgenr	1.00	
Fables 1938. rbgenr		Fables	1938, rbgenr	1.00	
Fables 1955. rbgenr		Fables	1955, rbgenr	1.00	
Fables 1955. rbmscv		Fables	1955, rbmscv	1.00	
Fables 1980. rbgenr		Fables	1980, rbgenr	1.00	
Fables 1986. rbgenr		Fables	1986, rbgenr	1.00	
Fables 1992. rbgenr		Fables	1992, rbgenr	1.00	
Fables. rbgenr		Fables	rbgenr	1.00	
Facetiae. rbgenr		Facetiae	rbgenr	1.00	
Facsimiles (Printing) rbmscv		Facsimiles	(Printing), rbmscv	1.00	
Facsimiles (Printing) rbpri		Facsimiles	(Printing), rbpri	1.00	
Facsimiles (Publishing) 1967. rbpub		Facsimiles	(Publishing) 1967, rbpub	0.95	
Facsimiles (Publishing) 20th century. rbpub		Facsimiles	(Publishing) 20th century, rbpub	0.95	
Facsimiles (Publishing) England London 20th century. rbpub		Facsimiles	(Publishing) England London 20th century, rbpub	0.95	
Facsimiles (Publishing) France Clairvaux 20th century. rbpub		Facsimiles	(Publishing) France Clairvaux 20th century, rbpub	0.95	
Facsimiles (Publishing) New York (State) 20th century. rbpub		Facsimiles	(Publishing) New York (State) 20th century, rbpub	0.95	
Facsimiles (Publishing) New York (State) New York 20th century. rbpub		Facsimiles	(Publishing) New York (State) New York 20th century, rbpub	0.95	
Facsimiles (Publishing) rbpub		Facsimiles	(Publishing), rbpub	1.00	
Facsimiles (Publishing) Washington (D.C.) 21st century. rbpub		Facsimiles	(Publishing) Washington (D.C.) 21st century, rbpub	0.95	
Facsimiles. rbgenr		Facsimiles	rbgenr	1.00	
Facsimiles. rbpri		Facsimiles	rbpri	1.00	
Fairy tales 1884. rbgenr		Fairy tales	1884, rbgenr	1.00	
Fairy tales 1898. rbgenr		Fairy tales	1898, rbgenr	1.00	
Fairy tales 1944. rbgenr		Fairy tales	1944, rbgenr	1.00	
Fairy tales 1972. rbgenr		Fairy tales	1972, rbgenr	1.00	
Fairy tales 1972. rbmscv		Fairy tales	1972, rbmscv	1.00	
Fairy tales 1978. rbgenr		Fairy tales	1978, rbgenr	1.00	
Fairy tales 1983. rbgenr		Fairy tales	1983, rbgenr	1.00	
Fairy tales 1990. rbgenr		Fairy tales	1990, rbgenr	1.00	
Fairy tales 1997. rbgenr		Fairy tales	1997, rbgenr	1.00	
Fairy tales New York (N.Y.) 1987. rbgenr		Fairy tales	New York (N.Y.) 1987, rbgenr	0.95	
Fairy tales New York (N.Y.) 1987. rbmscv		Fairy tales	New York (N.Y.) 1987, rbmscv	0.95	
Fairy tales New York (N.Y.) 1988. rbgenr		Fairy tales	New York (N.Y.) 1988, rbgenr	0.95	
Fairy tales New York (State) New York 1945. rbgenr		Fairy tales	New York (State) New York 1945, rbgenr	0.95	
Fairy tales New York (State) New York 1988. rbmscv		Fairy tales	New York (State) New York 1988, rbmscv	0.95	
Family histories. rbgenr		Family histories	rbgenr	1.00	
