original,status,updated_term,extraneous_text,confidence,error
Publishers' advertisements Massachusetts Boston 1870. rbgenr,PROPOSED,Publishers' advertisements,Massachusetts Boston 1870 rbgenr,0.98,
Publishers' advertisements Massachusetts Boston 1878. rbgenr NNC,PROPOSED,Publishers' advertisements,Massachusetts Boston 1878 rbgenr NNC,0.98,
Publishers' advertisements Massachusetts Boston 1880. rbgenr,PROPOSED,Publishers' advertisements,Massachusetts Boston 1880 rbgenr,0.98,
Publishers' advertisements Massachusetts Boston 1898. rbgenr,PROPOSED,Publishers' advertisements,Massachusetts Boston 1898 rbgenr,0.98,
Publishers' advertisements Massachusetts Boston 1905. rbgenr,PROPOSED,Publishers' advertisements,Massachusetts Boston 1905 rbgenr,0.98,
Publishers' advertisements Massachusetts Boston 1905. rbmscv,PROPOSED,Publishers' advertisements,Massachusetts Boston 1905 rbmscv,0.98,
Publishers' advertisements Massachusetts Boston 1910. rbgenr,PROPOSED,Publishers' advertisements,Massachusetts Boston 1910 rbgenr,0.98,
Publishers' advertisements Massachusetts Boston 1911. rbgenr,PROPOSED,Publishers' advertisements,Massachusetts Boston 1911 rbgenr,0.98,
Publishers' advertisements Massachusetts Boston 1916. rbgenr,PROPOSED,Publishers' advertisements,Massachusetts Boston 1916 rbgenr,0.98,
Publishers' advertisements Massachusetts Boston 1993. rbgenr,PROPOSED,Publishers' advertisements,Massachusetts Boston 1993 rbgenr,0.98,
"Publishers' advertisements Massachusetts Boston 19th century Marsh, Capen, Lyon, and Webb. rbgenr",PROPOSED,Publishers' advertisements,"Massachusetts Boston 19th century Marsh, Capen, Lyon, and Webb rbgenr",0.98,
Publishers' advertisements Massachusetts Boston 19th century. rbgenr,PROPOSED,Publishers' advertisements,Massachusetts Boston 19th century rbgenr,0.98,
Publishers' advertisements Massachusetts Boston 19th century. rbgenr PU,PROPOSED,Publishers' advertisements,Massachusetts Boston 19th century rbgenr PU,0.98,
Publishers' advertisements Massachusetts Boston 19th century. rbmscv,PROPOSED,Publishers' advertisements,Massachusetts Boston 19th century rbmscv,0.98,
Publishers' advertisements Massachusetts Boston 20th century. rbgenr,PROPOSED,Publishers' advertisements,Massachusetts Boston 20th century rbgenr,0.98,
Publishers' advertisements Massachusetts Boston 20th century. rbgenr (local)56071,PROPOSED,Publishers' advertisements,Massachusetts Boston 20th century rbgenr (local)56071,0.98,
Publishers' advertisements Massachusetts Boston 20th century. rbmscv,PROPOSED,Publishers' advertisements,Massachusetts Boston 20th century rbmscv,0.98,
Publishers' advertisements Massachusetts Boston. rbgenr,PROPOSED,Publishers' advertisements,Massachusetts Boston rbgenr,0.98,
Publishers' advertisements Massachusetts Springfield. rbgenr,PROPOSED,Publishers' advertisements,Massachusetts Springfield rbgenr,0.98,
Publishers' advertisements Massachusetts Worcester. rbgenr,PROPOSED,Publishers' advertisements,Massachusetts Worcester rbgenr,0.98,
Publishers' advertisements New Hampshire Portsmouth. rbgenr,PROPOSED,Publishers' advertisements,New Hampshire Portsmouth rbgenr,0.98,
Publishers' advertisements New York (N.Y.) 1885. rbgenr,PROPOSED,Publishers' advertisements,New York (N.Y.) 1885 rbgenr,0.98,
Publishers' advertisements New York (N.Y.) 19th century. rbgenr,PROPOSED,Publishers' advertisements,New York (N.Y.) 19th century rbgenr,0.98,
Publishers' advertisements New York (N.Y.) 20th century. rbgenr,PROPOSED,Publishers' advertisements,New York (N.Y.) 20th century rbgenr,0.98,
Publishers' advertisements New York (N.Y.). rbgenr,PROPOSED,Publishers' advertisements,New York (N.Y.) rbgenr,0.98,
Publishers' advertisements New York (State) 20th century. rbgenr,PROPOSED,Publishers' advertisements,New York (State) 20th century rbgenr,0.98,
Publishers' advertisements New York (State) 20th century. rbmscv,PROPOSED,Publishers' advertisements,New York (State) 20th century rbmscv,0.98,
Publishers' advertisements New York (State) New York 1843. rbgenr,PROPOSED,Publishers' advertisements,New York (State) New York 1843 rbgenr,0.98,
Publishers' advertisements New York (State) New York 1849. NNC. rbgenr,PROPOSED,Publishers' advertisements,New York (State) New York 1849. NNC rbgenr,0.98,
Publishers' advertisements New York (State) New York 1858. rbgenr,PROPOSED,Publishers' advertisements,New York (State) New York 1858 rbgenr,0.98,
Publishers' advertisements New York (State) New York 1893. rbgenr,PROPOSED,Publishers' advertisements,New York (State) New York 1893 rbgenr,0.98,
Publishers' advertisements New York (State) New York 1910. rbgenr,PROPOSED,Publishers' advertisements,New York (State) New York 1910 rbgenr,0.98,
Publishers' advertisements New York (State) New York 1911. rbgenr,PROPOSED,Publishers' advertisements,New York (State) New York 1911 rbgenr,0.98,
Publishers' advertisements New York (State) New York 1916. rbgenr,PROPOSED,Publishers' advertisements,New York (State) New York 1916 rbgenr,0.98,
Publishers' advertisements New York (State) New York 1920. rbgenr,PROPOSED,Publishers' advertisements,New York (State) New York 1920 rbgenr,0.98,
Publishers' advertisements New York (State) New York 1925. rbgenr,PROPOSED,Publishers' advertisements,New York (State) New York 1925 rbgenr,0.98,
Publishers' advertisements New York (State) New York 1925. rbmscv,PROPOSED,Publishers' advertisements,New York (State) New York 1925 rbmscv,0.98,
Publishers' advertisements New York (State) New York 1935. rbgenr,PROPOSED,Publishers' advertisements,New York (State) New York 1935 rbgenr,0.98,
Publishers' advertisements New York (State) New York 1939. rbgenr,PROPOSED,Publishers' advertisements,New York (State) New York 1939 rbgenr,0.98,
Publishers' advertisements New York (State) New York 1940. rbgenr,PROPOSED,Publishers' advertisements,New York (State) New York 1940 rbgenr,0.98,
Publishers' advertisements New York (State) New York 1969. rbgenr,PROPOSED,Publishers' advertisements,New York (State) New York 1969 rbgenr,0.98,
Publishers' advertisements New York (State) New York 1971. rbgenr,PROPOSED,Publishers' advertisements,New York (State) New York 1971 rbgenr,0.98,
Publishers' advertisements New York (State) New York 1972. rbgenr,PROPOSED,Publishers' advertisements,New York (State) New York 1972 rbgenr,0.98,
Publishers' advertisements New York (State) New York 1978. rbgenr,PROPOSED,Publishers' advertisements,New York (State) New York 1978 rbgenr,0.98,
Publishers' advertisements New York (State) New York 1985. rbgenr,PROPOSED,Publishers' advertisements,New York (State) New York 1985 rbgenr,0.98,
Publishers' advertisements New York (State) New York 1985. rbmscv,PROPOSED,Publishers' advertisements,New York (State) New York 1985 rbmscv,0.98,
Publishers' advertisements New York (State) New York 19th century Appleton. rbgenr,PROPOSED,Publishers' advertisements,New York (State) New York 19th century Appleton rbgenr,0.98,
Publishers' advertisements New York (State) New York 19th century Harper. rbgenr,PROPOSED,Publishers' advertisements,New York (State) New York 19th century Harper rbgenr,0.98,
Publishers' advertisements New York (State) New York 19th century Redfield. rbgenr,PROPOSED,Publishers' advertisements,New York (State) New York 19th century Redfield rbgenr,0.98,
Publishers' advertisements New York (State) New York 19th century. DFo. rbgenr,PROPOSED,Publishers' advertisements,New York (State) New York 19th century. DFo rbgenr,0.98,
Publishers' advertisements New York (State) New York 19th century. rbgenr,PROPOSED,Publishers' advertisements,New York (State) New York 19th century rbgenr,0.98,
Publishers' advertisements New York (State) New York 19th century. rbmscv,PROPOSED,Publishers' advertisements,New York (State) New York 19th century rbmscv,0.98,
Publishers' advertisements New York (State) New York 20th century. rbgenr,PROPOSED,Publishers' advertisements,New York (State) New York 20th century rbgenr,0.98,
Publishers' advertisements New York (State) New York 20th century. rbmscv,PROPOSED,Publishers' advertisements,New York (State) New York 20th century rbmscv,0.98,
Publishers' advertisements New York (State) New York. rbgenr,PROPOSED,Publishers' advertisements,New York (State) New York rbgenr,0.98,
Publishers' advertisements New York 19th century. rbgenr,PROPOSED,Publishers' advertisements,New York 19th century rbgenr,0.98,
Publishers' advertisements New York 20th century. rbgenr,PROPOSED,Publishers' advertisements,New York 20th century rbgenr,0.98,
Publishers' advertisements New York New York 1899. rbgenr,PROPOSED,Publishers' advertisements,New York New York 1899 rbgenr,0.98,
Publishers' advertisements New York New York 1915. rbgenr,PROPOSED,Publishers' advertisements,New York New York 1915 rbgenr,0.98,
Publishers' advertisements New York New York 1926. rbgenr,PROPOSED,Publishers' advertisements,New York New York 1926 rbgenr,0.98,
Publishers' advertisements New York New York 19th century. rbgenr,PROPOSED,Publishers' advertisements,New York New York 19th century rbgenr,0.98,
Publishers' advertisements New York New York 20th century. rbgenr,PROPOSED,Publishers' advertisements,New York New York 20th century rbgenr,0.98,
Publishers' advertisements New York New York 20th century. rbgenr PU,PROPOSED,Publishers' advertisements,New York New York 20th century rbgenr PU,0.98,
Publishers' advertisements Ohio Cincinnati. rbgenr,PROPOSED,Publishers' advertisements,Ohio Cincinnati rbgenr,0.98,
Publishers' advertisements Ohio Cleveland 1907. rbgenr,PROPOSED,Publishers' advertisements,Ohio Cleveland 1907 rbgenr,0.98,
Publishers' advertisements Pennsylvania 18th century. rbgenr,PROPOSED,Publishers' advertisements,Pennsylvania 18th century rbgenr,0.98,
Publishers' advertisements Pennsylvania 18th century. rbmscv,PROPOSED,Publishers' advertisements,Pennsylvania 18th century rbmscv,0.98,
Publishers' advertisements Pennsylvania 19th century. rbgenr,PROPOSED,Publishers' advertisements,Pennsylvania 19th century rbgenr,0.98,
Publishers' advertisements Pennsylvania 20th century. rbgenr,PROPOSED,Publishers' advertisements,Pennsylvania 20th century rbgenr,0.98,
Publishers' advertisements Pennsylvania Philadelphia 1816. rbgenr,PROPOSED,Publishers' advertisements,Pennsylvania Philadelphia 1816 rbgenr,0.98,
Publishers' advertisements Pennsylvania Philadelphia 1833. rbgenr,PROPOSED,Publishers' advertisements,Pennsylvania Philadelphia 1833 rbgenr,0.98,
Publishers' advertisements Pennsylvania Philadelphia 1833. rbmscv,PROPOSED,Publishers' advertisements,Pennsylvania Philadelphia 1833 rbmscv,0.98,
Publishers' advertisements Pennsylvania Philadelphia 1847. rbgenr,PROPOSED,Publishers' advertisements,Pennsylvania Philadelphia 1847 rbgenr,0.98,
Publishers' advertisements Pennsylvania Philadelphia 19th century. rbgenr,PROPOSED,Publishers' advertisements,Pennsylvania Philadelphia 19th century rbgenr,0.98,
Publishers' advertisements Pennsylvania Philadelphia. rbgenr,PROPOSED,Publishers' advertisements,Pennsylvania Philadelphia rbgenr,0.98,
Publishers' advertisements Pennsylvania Philadelphia. rbmscv,PROPOSED,Publishers' advertisements,Pennsylvania Philadelphia rbmscv,0.98,
Publishers' advertisements Pennsylvania Pittsburgh 1990. rbgenr,PROPOSED,Publishers' advertisements,Pennsylvania Pittsburgh 1990 rbgenr,0.98,
Publishers' advertisements United States 1911. rbgenr,PROPOSED,Publishers' advertisements,United States 1911 rbgenr,0.98,
Publishers' advertisements United States 1945 Specimens. rbgenr,PROPOSED,Publishers' advertisements,United States 1945 Specimens rbgenr,0.98,
Publishers' advertisements United States 1955. rbgenr,PROPOSED,Publishers' advertisements,United States 1955 rbgenr,0.98,
Publishers' advertisements United States 19th century Houghton Mifflin. rbgenr,PROPOSED,Publishers' advertisements,United States 19th century Houghton Mifflin rbgenr,0.98,
Publishers' advertisements United States 19th century Putnam. rbgenr,PROPOSED,Publishers' advertisements,United States 19th century Putnam rbgenr,0.98,
Publishers' advertisements United States 19th century Routledge. rbgenr,PROPOSED,Publishers' advertisements,United States 19th century Routledge rbgenr,0.98,
Publishers' advertisements United States 19th century. rbgenr,PROPOSED,Publishers' advertisements,United States 19th century rbgenr,0.98,
Publishers' advertisements United States 19th century. rbmscv,PROPOSED,Publishers' advertisements,United States 19th century rbmscv,0.98,
Publishers' advertisements United States 20th century Harper. rbgenr,PROPOSED,Publishers' advertisements,United States 20th century Harper rbgenr,0.98,
Publishers' advertisements United States 20th century Houghton Mifflin. rbgenr,PROPOSED,Publishers' advertisements,United States 20th century Houghton Mifflin rbgenr,0.98,
Publishers' advertisements United States 20th century Scribner's. rbgenr,PROPOSED,Publishers' advertisements,United States 20th century Scribner's rbgenr,0.98,
Publishers' advertisements United States 20th century. rbgenr,PROPOSED,Publishers' advertisements,United States 20th century rbgenr,0.98,
Publishers' advertisements United States Massachusetts Boston 1871. rbgenr,PROPOSED,Publishers' advertisements,United States Massachusetts Boston 1871 rbgenr,0.98,
Publishers' advertisements United States New York (N.Y.) 19th century. rbgenr,PROPOSED,Publishers' advertisements,United States New York (N.Y.) 19th century rbgenr,0.98,
Publishers' advertisements United States New York (State) New York 20th century. rbgenr,PROPOSED,Publishers' advertisements,United States New York (State) New York 20th century rbgenr,0.98,
Publishers' advertisements United States New York (State) New York 20th century. rbmscv,PROPOSED,Publishers' advertisements,United States New York (State) New York 20th century rbmscv,0.98,
Publishers' advertisements United States New York 1902. rbgenr,PROPOSED,Publishers' advertisements,United States New York 1902 rbgenr,0.98,
Publishers' advertisements United States New York 20th century Scribner. rbgenr,PROPOSED,Publishers' advertisements,United States New York 20th century Scribner rbgenr,0.98,
Publishers' advertisements Vermont Rutland 20th century. rbgenr PU,PROPOSED,Publishers' advertisements,Vermont Rutland 20th century rbgenr PU,0.98,
Publishers' advertisements Washington (D.C.) rbgenr,PROPOSED,Publishers' advertisements,Washington (D.C.) rbgenr,0.98,
Publishers' advertisements on back cover 1884 England. rbgenr,PROPOSED,Publishers' advertisements,on back cover 1884 England rbgenr,0.98,
Publishers' advertisements rbgenr,PROPOSED,Publishers' advertisements,rbgenr,1.0,
Publishers' advertisements rbpub AOW,PROPOSED,Publishers' advertisements,rbpub AOW,1.0,
Publishers' advertisements. rbgenr,PROPOSED,Publishers' advertisements,rbgenr,1.0,
Publishers' advertisements. rbgenr AOW,PROPOSED,Publishers' advertisements,rbgenr AOW,1.0,
Publishers' advertisements. rbgenr CtHT,PROPOSED,Publishers' advertisements,rbgenr CtHT,1.0,
Publishers' advertisements. rbgenr CtW,PROPOSED,Publishers' advertisements,rbgenr CtW,1.0,
Publishers' advertisements. rbgenr CtY-BR,PROPOSED,Publishers' advertisements,rbgenr CtY-BR,1.0,
Publishers' advertisements. rbgenr NAlSU,PROPOSED,Publishers' advertisements,rbgenr NAlSU,1.0,
Publishers' advertisements. rbgenr PPAmP,PROPOSED,Publishers' advertisements,rbgenr PPAmP,1.0,
Publishers' advertisements. rbmscv,PROPOSED,Publishers' advertisements,rbmscv,1.0,
Publishers' advertisements. rbmscv http://id.loc.gov/vocabulary/rbmscv/cv01793,PROPOSED,Publishers' advertisements,rbmscv,1.0,
Publishers' advertisements. rbpub AOW,PROPOSED,Publishers' advertisements,rbpub AOW,1.0,
Publishers' advertisements. rbpub PPAmP,PROPOSED,Publishers' advertisements,rbpub PPAmP,1.0,
Publishers' advertisments 1868 United States Specimens. rbgenr,REVIEW,,rbgenr,0.0,
Publishers' advertisments 1898 United States Specimens. rbgenr,REVIEW,,rbgenr,0.0,
Publishers' bindings (Binding) rbbin MMeT,PROPOSED,Publishers' bindings,(Binding) rbbin MMeT,0.98,
Publishers' bindings New York 1936. rbpub,PROPOSED,Publishers' bindings,New York 1936 rbpub,0.98,
Publishers' bindings rbgenr,PROPOSED,Publishers' bindings,rbgenr,1.0,
Publishers' bindings. rbgenr,PROPOSED,Publishers' bindings,rbgenr,1.0,
Publishers' catalogs England 19th century. rbgenr,PROPOSED,Publishers' catalogs,England 19th century rbgenr,0.98,
Publishers' catalogs England 19th century. rbmscv,PROPOSED,Publishers' catalogs,England 19th century rbmscv,0.98,
Publishers' catalogs England 20th century. rbgenr,PROPOSED,Publishers' catalogs,England 20th century rbgenr,0.98,
Publishers' catalogs England London. rbgenr,PROPOSED,Publishers' catalogs,England London rbgenr,0.98,
Publishers' catalogs France Paris 1926. rbgenr CtY-BR,PROPOSED,Publishers' catalogs,France Paris 1926 rbgenr CtY-BR,0.98,
Publishers' catalogs Massachusetts Boston. rbgenr,PROPOSED,Publishers' catalogs,Massachusetts Boston rbgenr,0.98,
Publishers' catalogs New York (State) Buffalo. rbgenr,PROPOSED,Publishers' catalogs,New York (State) Buffalo rbgenr,0.98,
Publishers' catalogs New York (State) New York. rbgenr,PROPOSED,Publishers' catalogs,New York (State) New York rbgenr,0.98,
Publishers' catalogs United States 20th century. rbgenr,PROPOSED,Publishers' catalogs,United States 20th century rbgenr,0.98,
Publishers' catalogs. rbgenr,PROPOSED,Publishers' catalogs,rbgenr,1.0,
Publishers' catalogs. rbmscv,PROPOSED,Publishers' catalogs,rbmscv,1.0,
Publishers' catalogs. rbmscv http://id.loc.gov/vocabulary/rbmscv/cv01794,PROPOSED,Publishers' catalogs,rbmscv,1.0,
Publishers' catalogues 1874. rbgenr,PROPOSED,Publishers' catalogs,1874 rbgenr,0.98,
Publishers' catalogues 1882. rbgenr,PROPOSED,Publishers' catalogs,1882 rbgenr,0.98,
Publishers' catalogues 1897. rbgenr,PROPOSED,Publishers' catalogs,1897 rbgenr,0.98,
Publishers' catalogues 1898. rbgenr,PROPOSED,Publishers' catalogs,1898 rbgenr,0.98,
Publishers' catalogues 1970. rbgenr,PROPOSED,Publishers' catalogs,1970 rbgenr,0.98,
Publishers' catalogues 1972. rbgenr,PROPOSED,Publishers' catalogs,1972 rbgenr,0.98,
Publishers' catalogues England 19th century. rbgenr,PROPOSED,Publishers' catalogs,England 19th century rbgenr,0.98,
Publishers' catalogues England London 19th century. rbgenr,PROPOSED,Publishers' catalogs,England London 19th century rbgenr,0.98,
Publishers' catalogues Massachusetts Boston. rbgenr,PROPOSED,Publishers' catalogs,Massachusetts Boston rbgenr,0.98,
Publishers' catalogues United States 19th century. rbgenr,PROPOSED,Publishers' catalogs,United States 19th century rbgenr,0.98,
Publishers' catalogues. rbgenr,PROPOSED,Publishers' catalogs,rbgenr,1.0,
Publishers' cloth bindings (Binding) Germany G”ttingen 21st century. rbbin StSaUL,PROPOSED,Publishers' cloth bindings,(Binding) Germany G”ttingen 21st century rbbin StSaUL,0.98,
Publishers' cloth bindings (Binding) United States. rbbin,PROPOSED,Publishers' cloth bindings,(Binding) United States rbbin,0.98,
Publishers' cloth bindings (Binding) rbbin MMeT,PROPOSED,Publishers' cloth bindings,(Binding) rbbin MMeT,0.98,
Publishers' cloth bindings rbmscv,PROPOSED,Publishers' cloth bindings,rbmscv,1.0,
Publishers' cloth bindings. rbgenr,PROPOSED,Publishers' cloth bindings,rbgenr,1.0,
Publishers' cloth bindings. rbmscv,PROPOSED,Publishers' cloth bindings,rbmscv,1.0,
Publishers' cloth bindings. rbmscv MMeT,PROPOSED,Publishers' cloth bindings,rbmscv MMeT,1.0,
Puzzles 1991. rbgenr,PROPOSED,Puzzles,1991 rbgenr,0.98,
Quarter Bindings (Binding) rbbin MMeT,PROPOSED,Quarter bindings,(Binding) rbbin MMeT,0.98,
Quarter bindings (Binding) England London 19th century. rbbin MMeT,PROPOSED,Quarter bindings,(Binding) England London 19th century rbbin MMeT,0.98,
Quarter bindings (Binding) rbbin MMeT,PROPOSED,Quarter bindings,(Binding) rbbin MMeT,0.98,
Quarter bindings (Binding). rbbin,PROPOSED,Quarter bindings,(Binding) rbbin,0.98,
Quarter bindings. rbmscv,PROPOSED,Quarter bindings,rbmscv,1.0,
Quarter bindings. rbmscv MMeT,PROPOSED,Quarter bindings,rbmscv MMeT,1.0,
Quarto (book format England 1815. rbpri,REVIEW,,rbpri,0.0,
Quarto (book format England 1818-1823. rbpri,REVIEW,,rbpri,0.0,
Quarto format (Printing) England 17th century. rbpri,PROPOSED,Quarto format,(Printing) England 17th century rbpri,0.98,
Quarto format (Printing) England Cambridge 17th century. rbpri,PROPOSED,Quarto format,(Printing) England Cambridge 17th century rbpri,0.98,
Quarto format (Printing) England London 16th century. rbpri,PROPOSED,Quarto format,(Printing) England London 16th century rbpri,0.98,
Quarto format (Printing) England London 17th century. rbmscv,PROPOSED,Quarto format,(Printing) England London 17th century rbmscv,0.98,
Quarto format (Printing) England London 17th century. rbpri,PROPOSED,Quarto format,(Printing) England London 17th century rbpri,0.98,
Quarto format (Printing) England London 18th century. rbpri,PROPOSED,Quarto format,(Printing) England London 18th century rbpri,0.98,
Quarto format (Printing) England London 20th century. rbpri,PROPOSED,Quarto format,(Printing) England London 20th century rbpri,0.98,
Quarto format (Printing) England Oxford 17th century. rbpri,PROPOSED,Quarto format,(Printing) England Oxford 17th century rbpri,0.98,
Quarto format (Printing) France Paris 16th century. rbpri,PROPOSED,Quarto format,(Printing) France Paris 16th century rbpri,0.98,
Quarto format (Printing) France Paris 17th century. rbpri,PROPOSED,Quarto format,(Printing) France Paris 17th century rbpri,0.98,
Quarto format (Printing) France Paris 18th century. rbpri,PROPOSED,Quarto format,(Printing) France Paris 18th century rbpri,0.98,
Quarto format (Printing) France Strasbourg 16th century. rbpri,PROPOSED,Quarto format,(Printing) France Strasbourg 16th century rbpri,0.98,
Quarto format (Printing) Germany 18th century. rbpri,PROPOSED,Quarto format,(Printing) Germany 18th century rbpri,0.98,
Quarto format (Printing) Germany G”ttingen 18th century. rbpri,PROPOSED,Quarto format,(Printing) Germany G”ttingen 18th century rbpri,0.98,
Quarto format (Printing) Italy 17th century. rbpri,PROPOSED,Quarto format,(Printing) Italy 17th century rbpri,0.98,
Quarto format (Printing) Italy Rome 17th century. rbpri,PROPOSED,Quarto format,(Printing) Italy Rome 17th century rbpri,0.98,
Quarto format (Printing) Italy Venice 15th century. rbpri,PROPOSED,Quarto format,(Printing) Italy Venice 15th century rbpri,0.98,
Quarto format (Printing) Maryland Baltimore 19th century. rbpri,PROPOSED,Quarto format,(Printing) Maryland Baltimore 19th century rbpri,0.98,
Quarto format (Printing) Netherlands Amsterdam 17th century. rbpri,PROPOSED,Quarto format,(Printing) Netherlands Amsterdam 17th century rbpri,0.98,
Quarto format (Printing) Netherlands Leiden 17th century. rbpri,PROPOSED,Quarto format,(Printing) Netherlands Leiden 17th century rbpri,0.98,
Quarto format (Printing) Scotland Edinburgh 18th century. rbpri,PROPOSED,Quarto format,(Printing) Scotland Edinburgh 18th century rbpri,0.98,
Quarto format (Printing) Scotland Edinburgh 19th century. rbpri,PROPOSED,Quarto format,(Printing) Scotland Edinburgh 19th century rbpri,0.98,
Quarto format (Printing) Spain Madrid 18th century. rbpri,PROPOSED,Quarto format,(Printing) Spain Madrid 18th century rbpri,0.98,
Quarto format (Printing) Switzerland Basel 16th century. rbpri,PROPOSED,Quarto format,(Printing) Switzerland Basel 16th century rbpri,0.98,
Quarto format (Printing) rbpri,PROPOSED,Quarto format,(Printing) rbpri,0.98,
Quarto format (Printing). rbpri,PROPOSED,Quarto format,(Printing) rbpri,0.98,
Questions and answers. rbgenr,PROPOSED,Questions and answers,rbgenr,1.0,
Questions and answers. rbmscv,PROPOSED,Questions and answers,rbmscv,1.0,
Quotations. rbgenr,PROPOSED,Quotations,rbgenr,1.0,
Raised bands (Binding) England 17th century. rbbin MMeT,PROPOSED,Raised bands,(Binding) England 17th century rbbin MMeT,0.98,
Raised bands. rbmscv MMeT,PROPOSED,Raised bands,rbmscv MMeT,1.0,
Raised cords. rbmscv MMeT,PROPOSED,Raised cords,rbmscv MMeT,1.0,
Rare books. rbgenr,REVIEW,,rbgenr,0.0,
Re-issues (Publishing) rbpub,PROPOSED,Re-issues,(Publishing) rbpub,0.98,
Readers 1825. rbgenr,PROPOSED,Readers,1825 rbgenr,0.98,
Readers Illinois Chicago 1946. rbgenr,PROPOSED,Readers,Illinois Chicago 1946 rbgenr,0.98,
Readers Illinois Chicago 1964. rbgenr,PROPOSED,Readers,Illinois Chicago 1964 rbgenr,0.98,
Readers. rbgenr,PROPOSED,Readers,rbgenr,1.0,
Rebacking (Binding) rbbin MMeT,PROPOSED,Rebacking,(Binding) rbbin MMeT,0.98,
Rebacking. rbmscv MMeT,PROPOSED,Rebacking,rbmscv MMeT,1.0,
Recasing (Binding) rbbin,PROPOSED,Recasing,(Binding) rbbin,0.98,
Recessed cords. rbmscv MMeT,PROPOSED,Recessed cords,rbmscv MMeT,1.0,
Regimental histories Massachusetts. rbgenr,PROPOSED,Regimental histories,Massachusetts rbgenr,0.98,
Regimental histories. rbgenr,PROPOSED,Regimental histories,rbgenr,1.0,
Regimental histories. rbmscv,PROPOSED,Regimental histories,rbmscv,1.0,
Register (Printing) rbpri,REVIEW,,rbpri,0.0,
Regulations. rbgenr,PROPOSED,Regulations,rbgenr,1.0,
Release stamps (Provenance) rbprov MMeT,PROPOSED,Release stamps,(Provenance) rbprov MMeT,0.98,
Release stamps (Provenance). rbprov MMeT,PROPOSED,Release stamps,(Provenance) rbprov MMeT,0.98,
Religious plays. rbgenr,PROPOSED,Religious plays,rbgenr,1.0,
Reports 20th century. rbgenr,REVIEW,,rbgenr,0.0,
Resource Guides. rbgenr,REVIEW,,rbgenr,0.0,
Resource guides. rbgenr,REVIEW,,rbgenr,0.0,
Reversed leather bindings (Binding) 17th century rbbin,PROPOSED,Reversed leather bindings,(Binding) 17th century rbbin,0.98,
Review copies (Printing) United States 20th century. rbpri,PROPOSED,Review copies,(Printing) United States 20th century rbpri,0.98,
Review copies (Printing) rbpri,PROPOSED,Review copies,(Printing) rbpri,0.98,
Review copies (Printing) rbpri CtY-BR,PROPOSED,Review copies,(Printing) rbpri CtY-BR,0.98,
Review copies (Publishing) Great Britain 20th century. rbpub,PROPOSED,Review copies,(Publishing) Great Britain 20th century rbpub,0.98,
Review copies (Publishing) New York (N.Y.) 20th century. rbpub,PROPOSED,Review copies,(Publishing) New York (N.Y.) 20th century rbpub,0.98,
Review copies (Publishing) New York New York 1976. rbpub,PROPOSED,Review copies,(Publishing) New York New York 1976 rbpub,0.98,
Review copies (Publishing) United States 20th century. rbpub,PROPOSED,Review copies,(Publishing) United States 20th century rbpub,0.98,
Review copies (Publishing) rbpub,PROPOSED,Review copies,(Publishing) rbpub,0.98,
Review copies (Publishing) rbpub CU-BANC,PROPOSED,Review copies,(Publishing) rbpub CU-BANC,0.98,
Review copies (Publishing). rbpub CU-BANC,PROPOSED,Review copies,(Publishing) rbpub CU-BANC,0.98,
Review copies. rbpri,PROPOSED,Review copies,rbpri,1.0,
Ribbon markers. rbmscv MMeT,PROPOSED,Ribbon markers,rbmscv MMeT,1.0,
Rituals Italy Venice 18th century. rbgenr,PROPOSED,Rituals,Italy Venice 18th century rbgenr,0.98,
Romances. rbgenr,PROPOSED,Romances,rbgenr,1.0,
Romances. rbmscv,PROPOSED,Romances,rbmscv,1.0,
Sales catalogs England Berwick-upon-Tweed 19th century. rbgenr,PROPOSED,Sales catalogs,England Berwick-upon-Tweed 19th century rbgenr,0.98,
Sales catalogues. rbgenr,PROPOSED,Sales catalogs,rbgenr,1.0,
Sammelbands (Provenance) rbprov MMeT,PROPOSED,Sammelbands,(Provenance) rbprov MMeT,0.98,
Sample books. rbgenr,PROPOSED,Sample books,rbgenr,1.0,
Sample copies (Printing) 20th century. rbpri,PROPOSED,Sample copies,(Printing) 20th century rbpri,0.98,
Satire 21st century. rbgenr,REVIEW,,rbgenr,0.0,
Satires 1871. rbgenr,PROPOSED,Satires,1871 rbgenr,0.98,
Satires 1894. rbgenr,PROPOSED,Satires,1894 rbgenr,0.98,
Satires 1945. rbgenr,PROPOSED,Satires,1945 rbgenr,0.98,
Satires 1953. rbgenr,PROPOSED,Satires,1953 rbgenr,0.98,
Satires 1992. rbgenr,PROPOSED,Satires,1992 rbgenr,0.98,
Satires United States 20th century. rbgenr,PROPOSED,Satires,United States 20th century rbgenr,0.98,
Satires United States 20th century. rbmscv,PROPOSED,Satires,United States 20th century rbmscv,0.98,
Satires. rbgenr,PROPOSED,Satires,rbgenr,1.0,
Scaleboard. NNC. rbgenr,PROPOSED,Scaleboard,. NNC rbgenr,0.98,
School catalogs United States 19th century. rbgenr,REVIEW,,rbgenr,0.0,
School catalogs United States 20th century. rbgenr,REVIEW,,rbgenr,0.0,
Science fiction England. rbgenr,PROPOSED,Science fiction,England rbgenr,0.98,
Science fiction England. rbgenr (local)62998,PROPOSED,Science fiction,England rbgenr (local)62998,0.98,
